"Bird.ID","ObjectID","GlobalID","Date","Time","Observer","Bird.Status","Fate","Location.Type","Habitat.Type","Burn.Status","Parent.Present.","Enter.Adult.ID","Comments.x","Associated.Bird..1","Associated.Bird..2","Associated.Bird..3","Associated.Bird..4","Associated.Bird..5","Associated.Bird..6","Associated.Bird..7","Associated.Bird..8","Associated.Bird..9","Associated.Bird..10","CreationDate","Creator","EditDate","Editor","x","y","month","day","year","hour","min","CombinedDate","CombinedDate0","ordinal","week","encounter","ndvi","perc_mpine","perc_grassy","perc_decid","perc_bf","perc_water","DTN_road","DTN_mpine","DTN_grassy","DTN_decid","DTN_bf","DTN_water","Capture.Date","Course.ID","Trap","Band.ID","Recapture","Sex","Age","Immature","Weight","Condition","Leg.Band","Wing.Band","Tag.Status.at.Capture","Manufacturer_at_Capture","SerialNum_at_Capture","Frequency_at_Capture","Tag.Status.at.Release","Manufacturer_at_Release","SerialNum_at_Release","Frequency_at_Release","Comments.y","ObjectId","WingChord","Tarsus","RadioSize"
"163.048_235042",31408,"49a80de5-681a-4f61-8f18-fbe22c1177b3","6/19/2023","1:00:20 AM","Autumn Randall","Alive & Inactive","","Chick","Upland Pine","Burned","yes","","4.682 is the adult","","","","","","","","",NA,NA,"6/19/2023 13:03","gamebird.crew","6/19/2023 13:03","gamebird.crew",-77.98896538,34.05538963,6,19,2023,NA,NA,"19_6_2023","19_6",163,24,1,0.695885419845581,0.797468364238739,0,0.202531650662422,0,0,40.9016304016113,0,130.824584960938,18.2202224731445,70.7009124755859,263.9013671875,"6/16/2023 4:00","BJ",NA,235042,"No","Unknown","Chick",NA,15,"Good","","Right","None","","",163.048,"VHF-Suture","AWE","",163.048,"15.25",1542,40,16.44,"Large"
"163.048_235042",31646,"1ab12e01-1870-41cd-b573-cee2e82cabf0","6/20/2023","3:59:35 AM","Autumn Randall","Alive & Inactive","","Chick","Drain",NA,"yes","","164.682 adult","","","","","","","","",NA,NA,"6/20/2023 16:01","gamebird.crew","6/20/2023 16:01","gamebird.crew",-77.98988052,34.05618939,6,20,2023,NA,NA,"20_6_2023","20_6",165,24,1,0.639691174030304,0.455696195363998,0,0.544303774833679,0,0,1.40817141532898,1.52823042869568,161.429000854492,0,83.3577117919922,277.994201660156,"6/16/2023 4:00","BJ",NA,235042,"No","Unknown","Chick",NA,15,"Good","","Right","None","","",163.048,"VHF-Suture","AWE","",163.048,"15.25",1542,40,16.44,"Large"
"163.048_235042",31735,"8c66d65a-d08c-493c-bdd0-43f2b0b09299","6/20/2023","8:43:42 AM","Autumn Randall","Alive & Inactive","","Chick","Upland Pine","Burned","yes","","adult 164.682","","","","","","","","",NA,NA,"6/20/2023 20:46","gamebird.crew","6/20/2023 20:46","gamebird.crew",-77.9897193,34.05524456,6,20,2023,NA,NA,"20_6_2023","20_6",165,24,1,0.705876588821411,0.658227860927582,0,0.341772139072418,0,0,35.7670593261719,0,121.25520324707,5.72371244430542,94.3268280029297,288.178588867188,"6/16/2023 4:00","BJ",NA,235042,"No","Unknown","Chick",NA,15,"Good","","Right","None","","",163.048,"VHF-Suture","AWE","",163.048,"15.25",1542,40,16.44,"Large"
"163.048_235042",31172,"22f87bd9-4682-45a4-848e-25f5e042701c","6/16/2023","7:45:52 AM","Autumn Randall","Alive & Inactive","","Chick","Upland Pine","Burned","yes","163.382_220304","All 9 accounted for ","","","","","","","","",NA,NA,"6/16/2023 19:50","gamebird.crew","6/16/2023 19:50","gamebird.crew",-77.98906136,34.05615766,6,16,2023,NA,NA,"16_6_2023","16_6",161,24,1,0.647509813308716,0.594936728477478,0,0.405063301324844,0,0,11.0002403259277,0,162.728698730469,4.8109130859375,61.1556396484375,256.173889160156,"6/16/2023 4:00","BJ",NA,235042,"No","Unknown","Chick",NA,15,"Good","","Right","None","","",163.048,"VHF-Suture","AWE","",163.048,"15.25",1542,40,16.44,"Large"
"163.048_235042",31540,"91d3e171-9742-41b8-990a-81c904c395dd","6/19/2023","7:29:54 AM","Autumn Randall","Alive & Active","","Chick","Upland Pine","Burned","yes","","164.682 adult","","","","","","","","",NA,NA,"6/19/2023 19:32","gamebird.crew","6/19/2023 19:32","gamebird.crew",-77.98752815,34.05635074,6,19,2023,NA,NA,"19_6_2023","19_6",164,24,1,0.660605907440186,0.75949364900589,0,0.151898726820946,0.088607594370842,0,28.2291030883789,0,179.430633544922,8.56820297241211,10.2948217391968,204.816009521484,"6/16/2023 4:00","BJ",NA,235042,"No","Unknown","Chick",NA,15,"Good","","Right","None","","",163.048,"VHF-Suture","AWE","",163.048,"15.25",1542,40,16.44,"Large"
"163.048_235042",31379,"ff58667f-869d-4ad7-b433-beeab760154e","6/18/2023","9:25:29 AM","Autumn Randall","Alive & Inactive","","Chick","Upland Pine","Burned","yes","","164.682_230604","","","","","","","","",NA,NA,"6/18/2023 21:29","gamebird.crew","6/18/2023 21:29","gamebird.crew",-77.98887039,34.05571988,6,18,2023,NA,NA,"18_6_2023","18_6",163,24,1,0.704102635383606,0.696202516555786,0,0.303797453641891,0,0,30.7982177734375,0,147.355651855469,1.71362686157227,57.1659812927246,251.63996887207,"6/16/2023 4:00","BJ",NA,235042,"No","Unknown","Chick",NA,15,"Good","","Right","None","","",163.048,"VHF-Suture","AWE","",163.048,"15.25",1542,40,16.44,"Large"
"163.048_235042",31579,"e819de5f-c722-4f65-be3a-632a1540fff2","6/20/2023","1:24:09 AM","Autumn Randall","Alive & Inactive","","Chick","Upland Pine","Unburned","yes","","164.682 adult ","","","","","","","","",NA,NA,"6/20/2023 13:27","gamebird.crew","6/20/2023 13:27","gamebird.crew",-77.98825307,34.05718251,6,20,2023,NA,NA,"20_6_2023","20_6",164,24,1,0.468398213386536,0.936708867549896,0,0.0379746817052364,0.0253164563328028,0,5.53259897232056,0,205.476577758789,23.5481357574463,31.6880226135254,216.839309692383,"6/16/2023 4:00","BJ",NA,235042,"No","Unknown","Chick",NA,15,"Good","","Right","None","","",163.048,"VHF-Suture","AWE","",163.048,"15.25",1542,40,16.44,"Large"
"163.048_235042",31813,"c919958e-9c45-4dcc-89c7-861f1971c4de","6/21/2023","1:16:48 AM","Autumn Randall","Fate","Unknown","Chick","Upland Pine","Unburned","no","","adult 4682. next to drain. whole chick. exposed muscle on leg. maybe injured then left","","","","","","","","",NA,NA,"6/21/2023 13:18","gamebird.crew","6/21/2023 13:18","gamebird.crew",-77.99001453,34.05720343,6,21,2023,NA,NA,"21_6_2023","21_6",166,24,2,0.655506730079651,0.607594907283783,0,0.405063301324844,0,0,38.510425567627,0,201.793029785156,2.38702273368835,77.2737197875977,273.531097412109,"6/16/2023 4:00","BJ",NA,235042,"No","Unknown","Chick",NA,15,"Good","","Right","None","","",163.048,"VHF-Suture","AWE","",163.048,"15.25",1542,40,16.44,"Large"
"163.120_235005",29732,"38f0e363-e91d-4342-aeb1-0f36980f7233","6/7/2023","11:54:01 AM","Autumn Randall","Alive & Inactive","","Chick","Upland Pine","Burned","yes","162.244_220522","","","","","","","","","",NA,NA,"6/7/2023 11:55","gamebird.crew","6/7/2023 11:55","gamebird.crew",-77.97925239,34.07139515,6,7,2023,NA,NA,"7_6_2023","7_6",149,22,1,0.521808683872223,0.632911384105682,0.088607594370842,0.316455692052841,0,0,23.140905380249,0,31.6447982788086,12.1247138977051,64.2260818481445,140.293441772461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163.120_235005",32383,"44796d9d-d421-41dd-ad0b-eb69624cc9ed","6/24/2023","7:21:25 AM","Josh McLellan","Alive & Inactive","","Chick","Drain","Unburned","yes","","","","","","","","","","",NA,NA,"6/24/2023 19:21","gamebird.crew","6/24/2023 19:21","gamebird.crew",-77.97996839,34.06957648,6,24,2023,NA,NA,"24_6_2023","24_6",170,25,1,0.514888882637024,0.822784781455994,0,0.164556965231895,0,0,14.2750425338745,2.37888050079346,41.747314453125,0,48.7971572875977,221.35221862793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163.120_235005",31952,"010ddf55-bb42-46a9-9c15-504325f71ffe","6/21/2023","9:23:56 AM","Autumn Randall","Alive & Inactive","","Chick","Planted Pine","Unburned","yes","162.244_220522","","","","","","","","","",NA,NA,"6/21/2023 21:24","gamebird.crew","6/21/2023 21:24","gamebird.crew",-77.97928617,34.06987548,6,21,2023,NA,NA,"21_6_2023","21_6",167,24,1,0.649008095264435,0.531645596027374,0.126582279801369,0.329113930463791,0.0632911399006844,0,28.761791229248,0,14.0840682983398,0,21.7921962738037,196.816207885742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163.120_235005",30286,"84079966-d132-4e9a-beb0-862eca714105","6/10/2023","7:32:24 AM","Josh McLellan","Alive & Inactive","","Chick","Upland Pine","Unburned","yes","","","","","","","","","","",NA,NA,"6/10/2023 19:32","gamebird.crew","6/10/2023 19:32","gamebird.crew",-77.97864829,34.07041079,6,10,2023,NA,NA,"10_6_2023","10_6",155,23,1,0.630258977413177,0.291139245033264,0.316455692052841,0.392405062913895,0.088607594370842,0,0.56459778547287,7.31139135360718,0,7.51024866104126,18.0485363006592,165.800628662109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163.120_235005",32093,"a695d050-877f-4289-9e70-4c4b07298b60","6/22/2023","5:53:52 AM","Autumn Randall","Alive & Inactive","","Chick","Planted Pine","Unburned","yes","162.244_220522","","","","","","","","","",NA,NA,"6/22/2023 17:54","gamebird.crew","6/22/2023 17:55","gamebird.crew",-77.97965187,34.06965362,6,22,2023,NA,NA,"22_6_2023","22_6",168,25,1,0.62338125705719,0.708860754966736,0.0253164563328028,0.265822798013687,0,0,28.2283458709717,0,27.7833709716797,2.75376033782959,35.0620498657227,208.968963623047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163.120_235005",32094,"dd5a2dc4-f15f-40de-b140-7553a78eeaf1","6/22/2023","5:53:52 AM","Autumn Randall","Alive & Inactive","","Chick","Planted Pine","Unburned","yes","162.244_220522","","","","","","","","","",NA,NA,"6/22/2023 17:54","gamebird.crew","6/22/2023 17:55","gamebird.crew",-77.97965187,34.06965362,6,22,2023,NA,NA,"22_6_2023","22_6",168,25,1,0.62338125705719,0.708860754966736,0.0253164563328028,0.265822798013687,0,0,28.2283458709717,0,27.7833709716797,2.75376033782959,35.0620498657227,208.968963623047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163.120_235005",31293,"f59b735b-0667-48cd-8f4d-606edfb289ae","6/17/2023","8:06:00 AM","Autumn Randall","Alive & Inactive","","Chick","Drain","Burned","yes","162.244_220522","","","","","","","","","",NA,NA,"6/18/2023 12:29","gamebird.crew","6/18/2023 12:29","gamebird.crew",-77.97860601,34.07160634,6,17,2023,NA,NA,"17_6_2023","17_6",163,24,1,0.579699575901031,0.392405062913895,0.278481006622314,0.379746824502945,0,0,45.0019569396973,0,16.9478759765625,0,63.2485847473145,121.462509155273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163.120_235005",32301,"083f4dc4-a984-49c7-8c2d-ae7602e6e7ba","6/24/2023","12:22:02 PM","Josh McLellan","Alive & Inactive","","Chick","Upland Pine","Unburned","yes","","","","","","","","","","",NA,NA,"6/24/2023 12:22","gamebird.crew","6/24/2023 12:22","gamebird.crew",-77.9800491,34.06969512,6,24,2023,NA,NA,"24_6_2023","24_6",170,25,1,0.566172182559967,0.797468364238739,0,0.202531650662422,0,0,12.3265600204468,2.97549796104431,44.1144180297852,0,51.7543411254883,217.072631835938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
